,Attraction_Name,Date,X,Y,result
1,2fortheroadหาดจอมเทยนไทย,ก.พ.2016,12.89398,100.87397,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
2,2fortheroadหาดจอมเทยนไทย,ก.พ.2016,12.89398,100.87397,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
3,2fortheroadหาดจอมเทยนไทย,ก.พ.2016,12.89398,100.87397,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
4,2fortheroadหาดจอมเทยนไทย,ม.ค.2016,12.89398,100.87397,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
5,2fortheroadหาดจอมเทยนไทย,ก.ย.2014,12.89398,100.87397,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
6,2fortheroadหาดจอมเทยนไทย,None,12.89398,100.87397,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
7,2fortheroadหาดจอมเทยนไทย,ส.ค.2014,12.89398,100.87397,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
8,2fortheroadหาดจอมเทยนไทย,ก.พ.2016,12.89398,100.87397,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
9,2fortheroadหาดจอมเทยนไทย,ก.พ.2016,12.89398,100.87397,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
10,2fortheroadหาดจอมเทยนไทย,ก.พ.2016,12.89398,100.87397,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
11,2fortheroadหาดจอมเทยนไทย,ม.ค.2016,12.89398,100.87397,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
12,2fortheroadหาดจอมเทยนไทย,ก.ย.2014,12.89398,100.87397,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
13,2fortheroadหาดจอมเทยนไทย,None,12.89398,100.87397,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
14,2fortheroadหาดจอมเทยนไทย,ส.ค.2014,12.89398,100.87397,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
15,2สกายพทยารอคเกตบอลไทย,พ.ย.2018,12.92471,100.867577,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
16,2สกายพทยารอคเกตบอลไทย,ม.ค.2019,12.92471,100.867577,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
17,2สกายพทยารอคเกตบอลไทย,ม.ค.2018,12.92471,100.867577,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
18,2สกายพทยารอคเกตบอลไทย,พ.ย.2018,12.92471,100.867577,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
19,2สกายพทยารอคเกตบอลไทย,ก.ย.2018,12.92471,100.867577,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
20,2สกายพทยารอคเกตบอลไทย,ก.ค.2018,12.92471,100.867577,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
21,2สกายพทยารอคเกตบอลไทย,มี.ค.2018,12.92471,100.867577,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
22,2สกายพทยารอคเกตบอลไทย,ม.ค.2018,12.92471,100.867577,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
23,2สกายพทยารอคเกตบอลไทย,ธ.ค.2017,12.92471,100.867577,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
24,2สกายพทยารอคเกตบอลไทย,ธ.ค.2017,12.92471,100.867577,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
25,313TrainingStudioพทยาไทย,ต.ค.2020,12.93517,100.931686,"('neu', {'pos': 0.14901995582367647, 'neu': 0.3506393531419729, 'neg': 0.23239848892643375})"
26,313TrainingStudioพทยาไทย,ต.ค.2020,12.93517,100.931686,"('pos', {'pos': 0.8660689111296058, 'neu': 0.022663693952233624, 'neg': 0.0828527978737085})"
27,313TrainingStudioพทยาไทย,เม.ย.2018,12.93517,100.931686,"('neg', {'pos': 0.2905026145503174, 'neu': 0.0015272292612088013, 'neg': 0.92297341550992})"
28,313TrainingStudioพทยาไทย,มิ.ย.2017,12.93517,100.931686,"('neu', {'pos': 0.36505403439224365, 'neu': 0.6599533427298684, 'neg': 0.03633088614596135})"
29,313TrainingStudioพทยาไทย,ต.ค.2020,12.93517,100.931686,"('neu', {'pos': 0.14901995582367647, 'neu': 0.3506393531419729, 'neg': 0.23239848892643375})"
30,313TrainingStudioพทยาไทย,ต.ค.2020,12.93517,100.931686,"('pos', {'pos': 0.8660689111296058, 'neu': 0.022663693952233624, 'neg': 0.0828527978737085})"
31,313TrainingStudioพทยาไทย,เม.ย.2018,12.93517,100.931686,"('neg', {'pos': 0.2905026145503174, 'neu': 0.0015272292612088013, 'neg': 0.92297341550992})"
32,313TrainingStudioพทยาไทย,มิ.ย.2017,12.93517,100.931686,"('neu', {'pos': 0.36505403439224365, 'neu': 0.6599533427298684, 'neg': 0.03633088614596135})"
33,4TBarพทยาไทย,ต.ค.2019,12.89572,100.939438,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
34,4TBarพทยาไทย,ต.ค.2019,12.89572,100.939438,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
35,4TBarพทยาไทย,มี.ค.2018,12.89572,100.939438,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
36,4TBarพทยาไทย,ส.ค.2017,12.89572,100.939438,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
37,4TBarพทยาไทย,ก.พ.2017,12.89572,100.939438,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
38,4TBarพทยาไทย,ต.ค.2015,12.89572,100.939438,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
39,4TBarพทยาไทย,None,12.89572,100.939438,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
40,4TBarพทยาไทย,พ.ย.2014,12.89572,100.939438,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
41,4TBarพทยาไทย,มิ.ย.2014,12.89572,100.939438,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
42,4TBarพทยาไทย,ต.ค.2019,12.89572,100.939438,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
43,4TBarพทยาไทย,ต.ค.2019,12.89572,100.939438,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
44,4TBarพทยาไทย,มี.ค.2018,12.89572,100.939438,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
45,4TBarพทยาไทย,ส.ค.2017,12.89572,100.939438,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
46,4TBarพทยาไทย,ก.พ.2017,12.89572,100.939438,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
47,4TBarพทยาไทย,ต.ค.2015,12.89572,100.939438,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
48,4TBarพทยาไทย,None,12.89572,100.939438,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
49,4TBarพทยาไทย,พ.ย.2014,12.89572,100.939438,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
50,4TBarพทยาไทย,มิ.ย.2014,12.89572,100.939438,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
51,7สปามาชาลกซรพทยาไทย,ก.พ.2021,12.910902,100.86821,"('pos', {'pos': 0.6379472303766631, 'neu': 0.016565758623790342, 'neg': 0.19551539943115215})"
52,7สปามาชาลกซรพทยาไทย,ต.ค.2020,12.910902,100.86821,"('pos', {'pos': 0.9906128871401227, 'neu': 0.04411833212408555, 'neg': 0.05928670783551793})"
53,7สปามาชาลกซรพทยาไทย,ก.ย.2020,12.910902,100.86821,"('pos', {'pos': 0.6468826782660406, 'neu': 0.22754186770235407, 'neg': 0.060581234303454044})"
54,7สปามาชาลกซรพทยาไทย,ก.ค.2020,12.910902,100.86821,"('neu', {'pos': 0.18993656832636985, 'neu': 0.4424627678640121, 'neg': 0.26420880872772934})"
55,7สปามาชาลกซรพทยาไทย,เม.ย.2019,12.910902,100.86821,"('neu', {'pos': 0.2960005881595379, 'neu': 0.4695263629494616, 'neg': 0.17945609768960652})"
56,7สปามาชาลกซรพทยาไทย,ก.พ.2020,12.910902,100.86821,"('neu', {'pos': 0.39213320615547204, 'neu': 0.4386926641792847, 'neg': 0.07546161176869035})"
57,7สปามาชาลกซรพทยาไทย,ก.ย.2019,12.910902,100.86821,"('neu', {'pos': 0.11759967392438628, 'neu': 0.4871411568718876, 'neg': 0.09179698862519448})"
58,7สปามาชาลกซรพทยาไทย,เม.ย.2019,12.910902,100.86821,"('neg', {'pos': 0.17946734101557865, 'neu': 0.04933167880204257, 'neg': 0.6457722134825731})"
59,7สปามาชาลกซรพทยาไทย,ก.ย.2017,12.910902,100.86821,"('pos', {'pos': 0.7965152009800549, 'neu': 0.05269355804813546, 'neg': 0.12002302889697965})"
60,7สปามาชาลกซรพทยาไทย,ก.ย.2017,12.910902,100.86821,"('neu', {'pos': 0.2092553590289465, 'neu': 0.3982160440644863, 'neg': 0.14230333677494708})"
61,808Clubพทยาไทย,ธ.ค.2020,12.926571,100.873421,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
62,808Clubพทยาไทย,ม.ค.2020,12.926571,100.873421,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
63,808Clubพทยาไทย,พ.ย.2019,12.926571,100.873421,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
64,808Clubพทยาไทย,พ.ย.2019,12.926571,100.873421,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
65,808Clubพทยาไทย,มิ.ย.2019,12.926571,100.873421,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
66,808Clubพทยาไทย,ต.ค.2019,12.926571,100.873421,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
67,808Clubพทยาไทย,ส.ค.2019,12.926571,100.873421,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
68,808Clubพทยาไทย,มิ.ย.2019,12.926571,100.873421,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
69,808Clubพทยาไทย,พ.ค.2019,12.926571,100.873421,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
70,808Clubพทยาไทย,เม.ย.2019,12.926571,100.873421,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
71,808Clubพทยาไทย,ธ.ค.2020,12.926571,100.873421,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
72,808Clubพทยาไทย,ม.ค.2020,12.926571,100.873421,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
73,808Clubพทยาไทย,พ.ย.2019,12.926571,100.873421,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
74,808Clubพทยาไทย,พ.ย.2019,12.926571,100.873421,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
75,808Clubพทยาไทย,มิ.ย.2019,12.926571,100.873421,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
76,808Clubพทยาไทย,ต.ค.2019,12.926571,100.873421,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
77,808Clubพทยาไทย,ส.ค.2019,12.926571,100.873421,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
78,808Clubพทยาไทย,มิ.ย.2019,12.926571,100.873421,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
79,808Clubพทยาไทย,พ.ค.2019,12.926571,100.873421,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
80,808Clubพทยาไทย,เม.ย.2019,12.926571,100.873421,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
81,AbbesBarพทยาไทย,มี.ค.2016,12.9261,100.872581,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
82,AbbesBarพทยาไทย,ก.พ.2016,12.9261,100.872581,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
83,AbbesBarพทยาไทย,พ.ค.2015,12.9261,100.872581,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
84,AbbesBarพทยาไทย,มี.ค.2015,12.9261,100.872581,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
85,AbbesBarพทยาไทย,ธ.ค.2014,12.9261,100.872581,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
86,AIRPORTELsMakepeopleTravelLightAnywhereพทยาไทย,ก.ค.2019,12.94605,100.886917,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
87,AIRPORTELsMakepeopleTravelLightAnywhereพทยาไทย,ม.ค.2020,12.94605,100.886917,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
88,AIRPORTELsMakepeopleTravelLightAnywhereพทยาไทย,ต.ค.2019,12.94605,100.886917,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
89,AIRPORTELsMakepeopleTravelLightAnywhereพทยาไทย,ก.ค.2019,12.94605,100.886917,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
90,AIRPORTELsMakepeopleTravelLightAnywhereพทยาไทย,ม.ค.2020,12.94605,100.886917,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
91,AIRPORTELsMakepeopleTravelLightAnywhereพทยาไทย,ต.ค.2019,12.94605,100.886917,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
92,AisawanSpaพทยาไทย,พ.ย.2016,,,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
93,AisawanSpaพทยาไทย,เม.ย.2017,,,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
94,AisawanSpaพทยาไทย,เม.ย.2016,,,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
95,AisawanSpaพทยาไทย,ม.ค.2014,,,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
96,AisawanSpaพทยาไทย,None,,,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
97,ALaCampagneเมองชลบรไทย,เม.ย.2021,12.859625,100.908714,"('neu', {'pos': 0.09772502144334201, 'neu': 0.7125159699054855, 'neg': 0.03911540608156481})"
98,ALaCampagneเมองชลบรไทย,พ.ค.2020,12.859625,100.908714,"('neu', {'pos': 0.09883110005921987, 'neu': 0.49704567484021184, 'neg': 0.31638667075366217})"
99,ALaCampagneเมองชลบรไทย,มิ.ย.2020,12.859625,100.908714,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
100,ALaCampagneเมองชลบรไทย,มี.ค.2020,12.859625,100.908714,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
101,ALaCampagneเมองชลบรไทย,พ.ย.2019,12.859625,100.908714,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
102,ALaCampagneเมองชลบรไทย,ต.ค.2019,12.859625,100.908714,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
103,AmazonFishingParkPattayaพทยาไทย,ม.ค.2016,12.77592,100.92411,"('neu', {'pos': 0.16344848825496577, 'neu': 0.5325007378649307, 'neg': 0.10193562836184086})"
104,AmazonFishingParkPattayaพทยาไทย,เม.ย.2015,12.77592,100.92411,"('neg', {'pos': 0.04642387518675943, 'neu': 0.07256572961889372, 'neg': 0.6819061189693848})"
105,AmazonFishingParkPattayaพทยาไทย,None,12.77592,100.92411,"('neg', {'pos': 0.02460119224897202, 'neu': 0.3273213476168684, 'neg': 0.7526623037378027})"
106,AmazonFishingParkPattayaพทยาไทย,มี.ค.2020,12.77592,100.92411,"('neg', {'pos': 0.27735615891661514, 'neu': 0.18923727857399344, 'neg': 0.30399419728320176})"
107,AmazonFishingParkPattayaพทยาไทย,ก.ย.2019,12.77592,100.92411,"('pos', {'pos': 0.643486084469982, 'neu': 0.09444717649995249, 'neg': 0.17508809143152065})"
108,AmazonFishingParkPattayaพทยาไทย,ก.พ.2019,12.77592,100.92411,"('neg', {'pos': 0.15323368004523177, 'neu': 0.26837554593164525, 'neg': 0.5348112088563884})"
109,AmazonFishingParkPattayaพทยาไทย,ธ.ค.2017,12.77592,100.92411,"('pos', {'pos': 0.6223909713972734, 'neu': 0.010970372807279916, 'neg': 0.45610579796042683})"
110,AmazonFishingParkPattayaพทยาไทย,พ.ย.2017,12.77592,100.92411,"('pos', {'pos': 0.5349747896425325, 'neu': 0.3238253419480506, 'neg': 0.1413732040788697})"
111,AmazonFishingParkPattayaพทยาไทย,ก.ค.2017,12.77592,100.92411,"('neg', {'pos': 0.17371261065863322, 'neu': 0.1201719604225573, 'neg': 0.5361537990419643})"
112,AmazonFishingParkPattayaพทยาไทย,ต.ค.2014,12.77592,100.92411,"('pos', {'pos': 0.458354280068901, 'neu': 0.4318953424423105, 'neg': 0.14616558034061053})"
113,AmburayaSpaพทยาไทย,ม.ค.2020,12.925563,100.862633,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
114,AmburayaSpaพทยาไทย,พ.ย.2019,12.925563,100.862633,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
115,AmburayaSpaพทยาไทย,พ.ค.2019,12.925563,100.862633,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
116,AmburayaSpaพทยาไทย,ม.ค.2019,12.925563,100.862633,"('neu', {'pos': 0.09865437328242253, 'neu': 0.7431961994499023, 'neg': 0.03588934703991153})"
117,AmburayaSpaพทยาไทย,ม.ค.2019,12.925563,100.862633,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
118,AmburayaSpaพทยาไทย,พ.ย.2018,12.925563,100.862633,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
119,AmburayaSpaพทยาไทย,เม.ย.2018,12.925563,100.862633,"('neu', {'pos': 0.09865437328242253, 'neu': 0.7431961994499023, 'neg': 0.03588934703991153})"
120,AmburayaSpaพทยาไทย,ธ.ค.2017,12.925563,100.862633,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
121,AmburayaSpaพทยาไทย,มิ.ย.2017,12.925563,100.862633,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
122,AmburayaSpaพทยาไทย,มี.ค.2017,12.925563,100.862633,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
123,AmburayaSpaพทยาไทย,ม.ค.2020,12.925563,100.862633,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
124,AmburayaSpaพทยาไทย,พ.ย.2019,12.925563,100.862633,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
125,AmburayaSpaพทยาไทย,พ.ค.2019,12.925563,100.862633,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
126,AmburayaSpaพทยาไทย,ม.ค.2019,12.925563,100.862633,"('neu', {'pos': 0.09865437328242253, 'neu': 0.7431961994499023, 'neg': 0.03588934703991153})"
127,AmburayaSpaพทยาไทย,ม.ค.2019,12.925563,100.862633,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
128,AmburayaSpaพทยาไทย,พ.ย.2018,12.925563,100.862633,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
129,AmburayaSpaพทยาไทย,เม.ย.2018,12.925563,100.862633,"('neu', {'pos': 0.09865437328242253, 'neu': 0.7431961994499023, 'neg': 0.03588934703991153})"
130,AmburayaSpaพทยาไทย,ธ.ค.2017,12.925563,100.862633,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
131,AmburayaSpaพทยาไทย,มิ.ย.2017,12.925563,100.862633,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
132,AmburayaSpaพทยาไทย,มี.ค.2017,12.925563,100.862633,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
133,AREEMassageพทยาไทย,ม.ค.2022,12.92831,100.875816,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
134,AREEMassageพทยาไทย,ก.ย.2020,12.92831,100.875816,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
135,AREEMassageพทยาไทย,มี.ค.2020,12.92831,100.875816,"('neu', {'pos': 0.09865437328242253, 'neu': 0.7431961994499023, 'neg': 0.03588934703991153})"
136,AREEMassageพทยาไทย,ก.พ.2020,12.92831,100.875816,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
137,AREEMassageพทยาไทย,ม.ค.2020,12.92831,100.875816,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
138,AREEMassageพทยาไทย,ธ.ค.2019,12.92831,100.875816,"('neu', {'pos': 0.06685112128616422, 'neu': 0.9339418628244301, 'neg': 0.01067736094108846})"
139,AREEMassageพทยาไทย,ม.ค.2022,12.92831,100.875816,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
140,AREEMassageพทยาไทย,ก.ย.2020,12.92831,100.875816,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
141,AREEMassageพทยาไทย,มี.ค.2020,12.92831,100.875816,"('neu', {'pos': 0.09865437328242253, 'neu': 0.7431961994499023, 'neg': 0.03588934703991153})"
142,AREEMassageพทยาไทย,ก.พ.2020,12.92831,100.875816,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
143,AREEMassageพทยาไทย,ม.ค.2020,12.92831,100.875816,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
144,AREEMassageพทยาไทย,ธ.ค.2019,12.92831,100.875816,"('neu', {'pos': 0.06685112128616422, 'neu': 0.9339418628244301, 'neg': 0.01067736094108846})"
145,AromdeeMassageพทยาไทย,ส.ค.2020,12.922125,100.885551,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
146,ARTmassageพทยาไทย,ม.ค.2020,12.969243,100.890167,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
147,ARTmassageพทยาไทย,ก.พ.2020,12.969243,100.890167,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
148,ARTmassageพทยาไทย,มี.ค.2020,12.969243,100.890167,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
149,ARTmassageพทยาไทย,ก.พ.2020,12.969243,100.890167,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
150,ARTmassageพทยาไทย,ก.พ.2020,12.969243,100.890167,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
151,ARTmassageพทยาไทย,ม.ค.2020,12.969243,100.890167,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
152,ARTmassageพทยาไทย,ธ.ค.2019,12.969243,100.890167,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
153,ARTmassageพทยาไทย,ก.พ.2020,12.969243,100.890167,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
154,ARTmassageพทยาไทย,พ.ย.2019,12.969243,100.890167,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
155,ARTmassageพทยาไทย,ก.พ.2020,12.969243,100.890167,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
156,ArtStreetPattayaพทยาไทย,พ.ย.2020,12.93205,100.88047,"('neu', {'pos': 0.09865437328242253, 'neu': 0.7431961994499023, 'neg': 0.03588934703991153})"
